PROPERTY,REP_FIRM,ADVERTISER_NAME,ADVERTISER_GUID,YEAR_NUMBER,MONTH_NUMBER,DEMOGRAPHIC,ORDER_TYPE,CASH_OR_TRADE,AGENCY_NAME,AGENCY_GUID,SALES_OFFICE_NAME,AE_CODE,SALES_PERSON,PARENT_PRODUCT_CODE_NAME,PRODUCT_CODE_NAME,DEV_TYPE,PROGRAM_TYPE,CALENDAR_TYPE,SHARE_OF_ORDER,ORDER_NUMBER,CORE_ADVERTISER_MID,CORE_ADVERTISER_TOP,NET_AMOUNT,GROSS_AMOUNT
KREN,UNIVISION - AFFILIATE,"Southern Nevada Honda Dealers Association, Inc.",07d28abe-787c-45dd-9f8a-c36f14967c87,2025,10,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038765,,,110.5,130
KTFD,UNIVISION - AFFILIATE,Rocky Mountain Honda Dealers,a38333c5-fe98-47f3-98e2-5e29a8360886,2025,10,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038766,,,225.25,265
KTFD,UNIVISION - AFFILIATE,Rocky Mountain Honda Dealers,a38333c5-fe98-47f3-98e2-5e29a8360886,2025,10,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038766,,,225.25,265
KSMS,UNIVISION - AFFILIATE,Northern California Honda Dealer Association,1c4e85c3-9cf3-4109-b430-79bebf290c32,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038770,,,952,1120
KSMS,UNIVISION - AFFILIATE,Northern California Honda Dealer Association,1c4e85c3-9cf3-4109-b430-79bebf290c32,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038770,,,952,1120
KPMR,UNIVISION - AFFILIATE,Central Coast Honda Dealers,07fcca4a-67ed-4590-a50f-4ae95e18208b,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038771,,,1470.5,1730
KPMR,UNIVISION - AFFILIATE,Central Coast Honda Dealers,07fcca4a-67ed-4590-a50f-4ae95e18208b,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038771,,,1470.5,1730
KEUS,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038772,,,1708.5,2010
KEUS,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038772,,,1708.5,2010
KEUS,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2026,1,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038772,,,382.5,450
KEUS,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2026,1,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038772,,,382.5,450
KLUZ,UNIVISION - AFFILIATE,Kroger Company,c00fd663-1808-4ca0-9e57-d04d85d667b8,2025,11,Households,Time Sale - General,C,"Dentsu X, LLC",09c8ad83-1816-4fe1-8689-6df9612e1ec2,Holding Company - ATL,TJRIN,John Ring,Retail,Supermarket/Grocery/Convenience Stores,,,BROADCAST,0,25038528,,,19628.2,23092
KLUZ,UNIVISION - AFFILIATE,Kroger Company,c00fd663-1808-4ca0-9e57-d04d85d667b8,2025,11,Households,Time Sale - General,C,"Dentsu X, LLC",09c8ad83-1816-4fe1-8689-6df9612e1ec2,Holding Company - ATL,TJRIN,John Ring,Retail,Supermarket/Grocery/Convenience Stores,,,CALENDAR,0,25038528,,,19628.2,23092
KORO,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,C,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,BROADCAST,0,25038531,,,1734,2040
KORO,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,C,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,CALENDAR,0,25038531,,,1734,2040
KINT,UNIVISION - AFFILIATE,"Texas Oncology, PA",480ada74-906e-4f59-8b69-641facb93cba,2025,9,Adults 35-54,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Health Care,HealthCare/Hospitals,,,BROADCAST,0,25038532,,,856.8,1008
KINT,UNIVISION - AFFILIATE,"Texas Oncology, PA",480ada74-906e-4f59-8b69-641facb93cba,2025,9,Adults 35-54,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Health Care,HealthCare/Hospitals,,,CALENDAR,0,25038532,,,856.8,1008
KNVO,UNIVISION - AFFILIATE,"Texas Oncology, PA",480ada74-906e-4f59-8b69-641facb93cba,2025,9,Adults 35-54,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Health Care,HealthCare/Hospitals,,,BROADCAST,0,25038533,,,1207,1420
KNVO,UNIVISION - AFFILIATE,"Texas Oncology, PA",480ada74-906e-4f59-8b69-641facb93cba,2025,9,Adults 35-54,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Health Care,HealthCare/Hospitals,,,CALENDAR,0,25038533,,,1207,1420
KNVO,UNIVISION - AFFILIATE,Golden Chick,73cbbe47-36e1-4c32-816c-f77958771a27,2025,9,Adults 25-49,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Restaurants - Quick Serve,Fast Food,,,BROADCAST,0,25038534,,,3128.85,3681
KNVO,UNIVISION - AFFILIATE,Golden Chick,73cbbe47-36e1-4c32-816c-f77958771a27,2025,9,Adults 25-49,Time Sale - General,C,"Loomis Agency, LLC",2ecc4926-3b98-4dd1-a9d3-7ab63f76e922,MM - National DFW,RKPER,Karina Perez,Restaurants - Quick Serve,Fast Food,,,CALENDAR,0,25038534,,,3128.85,3681
KINT,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,T,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,BROADCAST,0,25038549,,,850,1000
KINT,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,T,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,CALENDAR,0,25038549,,,850,1000
KTFN,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,T,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,BROADCAST,0,25038550,,,153,180
KTFN,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,T,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,CALENDAR,0,25038550,,,153,180
KTFN,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,C,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,BROADCAST,0,25038551,,,323,380
KTFN,UNIVISION - AFFILIATE,Geico,834ed90c-fa48-476a-a2a8-ca1f81fc0ffd,2025,9,Adults 25-54,Time Sale - General,C,IPG Mediabrands,5fad3ae8-6869-4969-b192-76c0e38003f7,Holding Company - DFW,RCDIA,Crystal Diaz,Financial,Insurance - Auto,,,CALENDAR,0,25038551,,,323,380
KDCU,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038563,,,3948.25,4645
KDCU,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25038563,,,3948.25,4645
KAJB,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,10,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038573,,,1020,1200
KAJB,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,10,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038573,,,1020,1200
KAJB,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,12,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038573,,,926.5,1090
KAJB,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,12,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038573,,,926.5,1090
KSMS,UNIVISION - AFFILIATE,California Lottery,188a0197-a967-40d2-8e63-d3e2b35c49bd,2025,10,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Gambling / Lottery,Lottery,,,BROADCAST,0,25038574,,,1177.25,1385
KSMS,UNIVISION - AFFILIATE,California Lottery,188a0197-a967-40d2-8e63-d3e2b35c49bd,2025,10,Adults 25-54,Time Sale - General,C,"Horizon Media, Inc.",135dfc6f-725e-4ee4-9f58-ab23f7e3462f,Holding Company - LAX,RKAGR,Karen Graves,Gambling / Lottery,Lottery,,,CALENDAR,0,25038574,,,1177.25,1385
KELV,UNIVISION - AFFILIATE,"Desert FDAF, Inc. (A)",00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25038582,,,552.5,650
KELV,UNIVISION - AFFILIATE,"Desert FDAF, Inc. (A)",00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25038582,,,552.5,650
KINC,UNIVISION - AFFILIATE,"Desert FDAF, Inc. (A)",00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25038583,,,3846.25,4525
KINC,UNIVISION - AFFILIATE,"Desert FDAF, Inc. (A)",00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25038583,,,3846.25,4525
KCEC,UNIVISION - AFFILIATE,"BMO Harris Bank, NA",542400c9-8b36-4e41-bf6f-c3fb81196bce,2025,9,Adults 18+,Time Sale - General,C,"Universal McCann, LLC",cb9810cb-c484-408a-b8c1-b4f6c3c8034f,Holding Company - LAX,TCJOU,Christine Joubert,Financial,Banks & Financial & Mortgage Services,,,BROADCAST,0,25038598,,,1785,2100
KCEC,UNIVISION - AFFILIATE,"BMO Harris Bank, NA",542400c9-8b36-4e41-bf6f-c3fb81196bce,2025,9,Adults 18+,Time Sale - General,C,"Universal McCann, LLC",cb9810cb-c484-408a-b8c1-b4f6c3c8034f,Holding Company - LAX,TCJOU,Christine Joubert,Financial,Banks & Financial & Mortgage Services,,,CALENDAR,0,25038598,,,1785,2100
KCRP,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,10,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25038605,,,727.6,856
KCRP,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,10,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25038605,,,727.6,856
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,10,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25038606,,,4031.55,4743
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,10,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25038606,,,4031.55,4743
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,12,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25038606,,,7344,8640
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,12,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25038606,,,7344,8640
KUNW,UNIVISION - AFFILIATE,Southern Oregon Honda Dealers,b5c45492-dbec-4dbb-9878-6c4efe988041,2025,11,Adults 25-54,Time Sale - General,C,"RPA - Rubin Postaer & Associates, Inc.",641fba0d-8312-43b3-bbfb-b13914ddcbdd,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Local Individual Dealers,,,BROADCAST,0,25038611,,,85,100
KUNW,UNIVISION - AFFILIATE,Southern Oregon Honda Dealers,b5c45492-dbec-4dbb-9878-6c4efe988041,2025,11,Adults 25-54,Time Sale - General,C,"RPA - Rubin Postaer & Associates, Inc.",641fba0d-8312-43b3-bbfb-b13914ddcbdd,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Local Individual Dealers,,,CALENDAR,0,25038611,,,85,100
KINC,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,11,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038612,,,23876.5,28090
KINC,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,11,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038612,,,23876.5,28090
KINC,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2026,1,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038612,,,3242.75,3815
KINC,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2026,1,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038612,,,3242.75,3815
WUTH,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 25-54,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - NYC,TFABR,Frankeloy Abreu,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038720,,,892.5,1050
WUTH,UNIVISION - AFFILIATE,Toyota Dealer Association,d0c7c00b-fad9-425a-849f-870ec0b9dd11,2025,9,Adults 25-54,Time Sale - General,C,Zenith Media,c9f31bfc-47f4-4a24-86b7-afef61fa2a3b,Holding Company - NYC,TFABR,Frankeloy Abreu,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038720,,,892.5,1050
KVER,UNIVISION - AFFILIATE,Southern California Toyota Dealers,2d215f6e-3efa-410a-8ebd-c15a82e4ad74,2025,9,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038722,,,6298.5,7410
KVER,UNIVISION - AFFILIATE,Southern California Toyota Dealers,2d215f6e-3efa-410a-8ebd-c15a82e4ad74,2025,9,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,TASAN,Ana F. Santana,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038722,,,6298.5,7410
KDTF,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,9,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25038736,,,107.95,127
KDTF,UNIVISION - AFFILIATE,San Diego Toyota Dealers,5b800ae4-9c25-4369-b059-6db5a1421b2e,2025,9,Adults 35+,Time Sale - General,C,"Ad Americas, LLC",00000000-0000-0000-0000-000000000000,MM - National LAX,RDWIT,Dayna Wittman,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25038736,,,107.95,127
WLII,UNIVISION - AFFILIATE,"Advertex Communications, Inc.",f964a0d1-3931-49d9-a5e9-74b2739c5862,2025,10,Women 25-54,Time Sale - General,C,Spark Foundry,88f5c170-4903-42ed-8698-9db5746ff756,Holding Company - NYC,TFABR,Frankeloy Abreu,Retail,Department Stores,,,BROADCAST,0,25038742,,,3297.15,3879
WLII,UNIVISION - AFFILIATE,"Advertex Communications, Inc.",f964a0d1-3931-49d9-a5e9-74b2739c5862,2025,10,Women 25-54,Time Sale - General,C,Spark Foundry,88f5c170-4903-42ed-8698-9db5746ff756,Holding Company - NYC,TFABR,Frankeloy Abreu,Retail,Department Stores,,,CALENDAR,0,25038742,,,3297.15,3879
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,9,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,BROADCAST,0,25038745,,,68,80
ELII,UNIVISION - AFFILIATE,"NDR Direct, LLC",46a84d3c-7264-4635-9e3c-56ce681fbdd2,2025,9,Adults 21-49,Time Sale - General,C,"NDR Direct, LLC",9be88735-83c6-4228-b919-6c970593d424,MM - National MIA,TRDAR,Rossana Dartayet,Media & Entertainment,Advertising & Public Relations Agencies,,,CALENDAR,0,25038745,,,68,80
WHTX,UNIVISION - AFFILIATE,"Entyre, Inc.",63f72cd0-bf4b-4472-85c3-50c8820b648a,2025,9,Households,Time Sale - General,C,Icon International,00000000-0000-0000-0000-000000000000,Holding Company - MIA,TALUI,Arlene Luis,Health Care,HealthCare/Hospitals,,,BROADCAST,0,25038747,,,488.75,575
WHTX,UNIVISION - AFFILIATE,"Entyre, Inc.",63f72cd0-bf4b-4472-85c3-50c8820b648a,2025,9,Households,Time Sale - General,C,Icon International,00000000-0000-0000-0000-000000000000,Holding Company - MIA,TALUI,Arlene Luis,Health Care,HealthCare/Hospitals,,,CALENDAR,0,25038747,,,488.75,575
KINC,UNIVISION - AFFILIATE,AutoNation (CO),00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Active Media Svcs., Inc. DBA Active International",e5727c82-e27c-4954-be36-7c2bf9d59d4d,Holding Company - NYC,THGRE,Holden Greiner,Automotive - Manufacturers and Dealers,Auto Dealers,,,BROADCAST,0,25038752,,,2598.45,3057
KINC,UNIVISION - AFFILIATE,AutoNation (CO),00000000-0000-0000-0000-000000000000,2025,9,Adults 25-54,Time Sale - General,C,"Active Media Svcs., Inc. DBA Active International",e5727c82-e27c-4954-be36-7c2bf9d59d4d,Holding Company - NYC,THGRE,Holden Greiner,Automotive - Manufacturers and Dealers,Auto Dealers,,,CALENDAR,0,25038752,,,2598.45,3057
KORO,UNIVISION - AFFILIATE,"Now Optics, LLC DBA Stanton Optical",b24e85f3-39c5-4a9a-91a7-0468ce1c56bd,2025,10,Adults 25-54,Time Sale - General,C,"Opti-Management, LLC",50825666-8dad-4bc3-91f3-50597f68f7df,MM - National DFW,RKPER,Karina Perez,Class1,Optometry,,,BROADCAST,0,25038753,,,2096.1,2466
KORO,UNIVISION - AFFILIATE,"Now Optics, LLC DBA Stanton Optical",b24e85f3-39c5-4a9a-91a7-0468ce1c56bd,2025,10,Adults 25-54,Time Sale - General,C,"Opti-Management, LLC",50825666-8dad-4bc3-91f3-50597f68f7df,MM - National DFW,RKPER,Karina Perez,Class1,Optometry,,,CALENDAR,0,25038753,,,2096.1,2466
KORO,UNIVISION - AFFILIATE,"Now Optics, LLC DBA Stanton Optical",b24e85f3-39c5-4a9a-91a7-0468ce1c56bd,2025,12,Adults 25-54,Time Sale - General,C,"Opti-Management, LLC",50825666-8dad-4bc3-91f3-50597f68f7df,MM - National DFW,RKPER,Karina Perez,Class1,Optometry,,,BROADCAST,0,25038753,,,698.7,822
KORO,UNIVISION - AFFILIATE,"Now Optics, LLC DBA Stanton Optical",b24e85f3-39c5-4a9a-91a7-0468ce1c56bd,2025,12,Adults 25-54,Time Sale - General,C,"Opti-Management, LLC",50825666-8dad-4bc3-91f3-50597f68f7df,MM - National DFW,RKPER,Karina Perez,Class1,Optometry,,,CALENDAR,0,25038753,,,698.7,822
KLDO,UNIVISION - AFFILIATE,GM BPG Dealers Association,4bd39fcd-9bac-4337-9db9-c5475cb16ed6,2025,12,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TEFIN,Elizabeth Fine,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25038755,,,3285.25,3865
