PROPERTY,REP_FIRM,ADVERTISER_NAME,ADVERTISER_GUID,YEAR_NUMBER,MONTH_NUMBER,DEMOGRAPHIC,ORDER_TYPE,CASH_OR_TRADE,AGENCY_NAME,AGENCY_GUID,SALES_OFFICE_NAME,AE_CODE,SALES_PERSON,PARENT_PRODUCT_CODE_NAME,PRODUCT_CODE_NAME,DEV_TYPE,PROGRAM_TYPE,CALENDAR_TYPE,SHARE_OF_ORDER,ORDER_NUMBER,CORE_ADVERTISER_MID,CORE_ADVERTISER_TOP,NET_AMOUNT,GROSS_AMOUNT
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,10,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25035846,,,12707.5,14950
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,12,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,BROADCAST,0,25035846,,,11475,13500
KBNT,UNIVISION - AFFILIATE,"Dominguez Firm, Inc.",b5d72ca2-343d-49f6-b37a-e044ee04cb51,2025,12,Adults 25-54,Time Sale - General,C,"Dominguez Firm, Inc.",f2598827-3634-49d8-8093-caad454c62dc,MM - National LAX,RXVIL,Xiomara Villalobos,Services - Legal,Legal Services,,,CALENDAR,0,25035846,,,11475,13500
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,11,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,BROADCAST,0,25035966,,,8840,10400
KNVO,UNIVISION - AFFILIATE,South Texas FDAF Inc. (A),00000000-0000-0000-0000-000000000000,2025,11,Adults 25-54,Time Sale - General,C,Global Team Blue,48190d86-2c05-49ac-ac79-bb1c8f194e8c,Holding Company - DFW,RCDIA,Crystal Diaz,Automotive - Manufacturers and Dealers,Auto Dealers Association,,,CALENDAR,0,25035966,,,8840,10400
KNVO,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,9,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - DFW,TBHIL,Brittney Hill - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25036147,,,4462.5,5250
KNVO,UNIVISION - AFFILIATE,Hyundai Dealers Association,1ebbea79-850e-4147-9ee0-2fe21945d07c,2025,9,Adults 18+,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - DFW,TBHIL,Brittney Hill - TERMINATED,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,CALENDAR,0,25036147,,,4462.5,5250
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036177,,,15032.25,17685
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036177,,,15032.25,17685
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036181,,,1547,1820
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036181,,,1547,1820
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036182,,,3094,3640
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,11,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036182,,,3094,3640
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036198,,,1041.25,1225
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,11,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036198,,,1041.25,1225
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2026,1,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036199,,,340,400
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2026,1,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036199,,,340,400
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,9,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036201,,,2210,2600
KVYE,UNIVISION - AFFILIATE,Southwest Desert Honda Dealers,d3fd0b0e-0b3f-4805-ac1b-8cc96c05a199,2025,9,Adults 25-54,Time Sale - General,C,"Omni Automotive, Inc.",11e187be-b563-49ac-8c43-95bd59880475,MM - National MIA,RWKAM,Wendy Kamilar,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036201,,,2210,2600
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036246,,,3740,4400
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036246,,,3740,4400
KUCO,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036248,,,896.75,1055
KUCO,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036248,,,896.75,1055
KSMS,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036249,,,2810.1,3306
KSMS,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036249,,,2810.1,3306
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036262,,,4974.2,5852
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,11,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036262,,,4974.2,5852
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036187,,,18300.5,21530
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036187,,,18300.5,21530
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,12,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036187,,,5214.75,6135
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,12,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036187,,,5214.75,6135
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,9,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036245,,,3187.5,3750
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,9,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036245,,,3187.5,3750
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,10,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036246,,,3230,3800
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,10,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036246,,,3230,3800
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,12,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036246,,,2380,2800
KBNT,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,12,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036246,,,2380,2800
KUCO,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,12,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036248,,,293.25,345
KUCO,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,12,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036248,,,293.25,345
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,10,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036262,,,4590,5400
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,10,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036262,,,4590,5400
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,12,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036262,,,2679.2,3152
KBNT,UNIVISION - AFFILIATE,Ford Dealers Association,0559cc81-ef81-4926-899c-e64bdf7a7b28,2025,12,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036262,,,2679.2,3152
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,10,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036280,,,2142,2520
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,10,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036280,,,2142,2520
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,12,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036280,,,1428,1680
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,12,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036280,,,1428,1680
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036365,,,701.25,825
KORO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036365,,,701.25,825
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036369,,,374.85,441
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036369,,,374.85,441
KTFD,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TBJAC,Britt Jackson Griffin,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036470,,,1997.5,2350
KTFD,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,11,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TBJAC,Britt Jackson Griffin,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036470,,,1997.5,2350
KCEC,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,10,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TBJAC,Britt Jackson Griffin,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036471,,,9477.5,11150
KCEC,UNIVISION - AFFILIATE,GM Chevy Dealers,4ac2e3ee-9ca5-4202-a67c-ced22c91556e,2025,10,Adults 35-64,Time Sale - General,C,Martin Retail Group,acdfc8d4-3f4d-4bc3-bc69-6d5418bac701,Holding Company - ATL,TBJAC,Britt Jackson Griffin,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036471,,,9477.5,11150
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036280,,,2320.5,2730
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036280,,,2320.5,2730
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036281,,,4659.7,5482
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,11,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036281,,,4659.7,5482
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,9,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,BROADCAST,0,25036283,,,4019.65,4729
KSMS,UNIVISION - AFFILIATE,"Los Defensores, Inc. - CA",962cac62-4577-4470-8e1a-a656a9d8067f,2025,9,Adults 18+,Time Sale - General,C,"Walker Advertising, LLC",0768bda5-62e4-4d19-afc2-4694c6f94d8f,MM - National LAX,MHOLL,Mercedes Holley,Services - Legal,Legal Services,,,CALENDAR,0,25036283,,,4019.65,4729
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036368,,,374.85,441
KUPB,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,9,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036368,,,374.85,441
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036373,,,119,140
KTFV,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036373,,,119,140
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,BROADCAST,0,25036376,,,1343,1580
KNVO,UNIVISION - AFFILIATE,"Rooms To Go, Inc.",fc61e70e-616f-4e4c-848c-43930a24cc70,2025,10,Working Women 25-54,Time Sale - General,C,"Rooms To Go, Inc.",55a5dba2-8914-4d79-a509-1826e87453af,MM - National MIA,TRDAR,Rossana Dartayet,Retail,Furniture & Bedding,,,CALENDAR,0,25036376,,,1343,1580
KINC,UNIVISION - AFFILIATE,"Desert FDAF, Inc.",f36445e7-f3d1-44a1-ba6e-36f5cefba2a9,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,BROADCAST,0,25036469,,,4649.5,5470
KINC,UNIVISION - AFFILIATE,"Desert FDAF, Inc.",f36445e7-f3d1-44a1-ba6e-36f5cefba2a9,2025,9,Adults 25-54,Time Sale - General,C,"Zubi Advertising Services, Inc.",97ef8046-fac0-410f-b172-c23c8aa9a9e3,Holding Company - LAX,TLROD,Leticia Rodriguez,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Domestic,,,CALENDAR,0,25036469,,,4649.5,5470
KBNT,UNIVISION - AFFILIATE,Kia Dealers,1f03d8a8-4174-41d2-90a9-92626f9cc5f1,2025,12,Adults 25-54,Time Sale - General,C,"Canvas Worldwide, LLC",5dd6bcf4-20ad-4bd7-b348-a5531761e855,Holding Company - LAX,TKHER,Keith Herbers,Automotive - Manufacturers and Dealers,Auto Dealers Assoc Foreign,,,BROADCAST,0,25036495,,,1530,1800
